,annotation_id,line_id,start,end,label,label_text,merged
6816,10395,7169,201,213,MISC,Kirchenväter,False
6817,10396,7169,201,213,ORG,Kirchenväter,False
6818,10397,7170,4,9,ORG,Staat,False
6819,10398,7170,132,137,ORG,Staat,False
6820,10400,7174,152,156,MISC,Genf,False
6822,8852_10404,7180,0,46,MISC,Elmireno Rategorien der Nuntien in Deutschland,True
6828,10412,7195,52,57,MISC,Naths,False
6829,8861_10413,7195,62,69,LOC,Venedig,True
6831,8868_10416,7198,87,100,LOC,h. röm. Reich,True
6832,8870_10417,7198,175,188,ORG,Reichshofrath,True
6834,8872_10419,7198,300,309,ORG,Parlament,True
6836,10421,7201,22,37,LOC,deutsche Nation,False
6837,10422,7201,66,76,MISC,abzuhärmen,False
6842,10430,7206,13,23,ORG,Facultäten,False
6843,8886_10431,7206,72,78,PER,Papste,True
6845,10433,7207,91,101,ORG,Facultäten,False
6847,8893_10435,7208,5,21,ORG,diese Facultäten,True
6848,8896_10436,7210,71,74,ORG,Rom,True
6849,8897_10437,7210,143,162,ORG,Nuntien⸗ Facultäten,True
6854,10447,7217,50,56,PER,Samuel,False
6855,10448,7217,63,69,LOC,Cöthen,False
6858,10451,7219,133,147,MISC,Christenthumes,False
6859,8919_10452,7219,133,147,ORG,Christenthumes,True
6860,10453,7222,13,36,MISC,Naturalisten et Compagn,False
6861,8923_10454,7222,13,36,ORG,Naturalisten et Compagn,True
6866,10476,7240,164,175,MISC,fortschloße,False
6867,10478,7240,249,256,MISC,schüsse,False
6868,10484,7243,13,29,MISC,transscendentale,False
6870,10491,7259,176,185,MISC,Negressus,False
6883,10567,7312,138,141,MISC,HlH,False
6886,9070_10579,7323,0,4,LOC,Bonn,True
6887,9071_10580,7323,33,61,ORG,typographischen Gesellschaft,True
6889,10582,7323,98,105,MISC,Hermann,False
6890,9075_18797_10583,7324,0,10,TIME,1787 u. 88,True
6903,10606,7343,4,24,MISC,Secte der Dogmatiker,False
6904,9098_10607,7343,4,24,ORG,Secte der Dogmatiker,True
6905,10608,7345,15,23,MISC,Amuleten,False
6917,9107_10624,7354,38,44,ORG,Römern,True
6919,10626,7355,141,148,MISC,begieng,False
6923,10635,7365,98,114,LOC,romischen Reichs,False
6931,9125_10645,7369,0,4,TIME,1376,True
6934,10648,7373,122,127,LOC,Galen,False
6936,9130_10650,7373,146,152,ORG,Araber,True
6943,10659,7378,45,50,LOC,Carpi,False
6962,10683,7389,0,5,MISC,Alles,False
6963,10684,7389,0,5,PER,Alles,False
6964,18885_9163_10686,7391,142,160,TIME,17ten Jahrhunderte,True
6972,10701,7407,15,28,MISC,italiänischer,False
6973,10703,7407,46,50,MISC,Wage,False
6976,10714,7415,16,28,LOC,Deutschlande,False
6977,9193_10719,7415,149,176,ORG,marianlschen Brüderschasten,True
7004,10754,7428,0,26,MISC,St. te Nachricht. gatlonen,False
7010,10799,7449,216,220,LOC,Welt,False
7011,9287_10816,7462,23,28,PER,Adams,True
7012,9289_10817,7462,56,65,PER,Heilandes,True
7015,10842,7470,202,225,MISC,Parthenii D. D. Sodales,False
7016,10843,7470,202,225,ORG,Parthenii D. D. Sodales,False
7019,9372_19105_10893,7499,101,115,PER,heiligen Marla,True
7021,10899,7501,111,117,ORG,Kirche,False
7029,10915,7520,76,86,MISC,Katholiken,False
7030,9404_10916,7520,76,86,ORG,Katholiken,True
7032,9406_10918,7520,153,161,ORG,Berliner,True
7043,9421_10931,7523,4,18,ORG,Wienerstiftung,True
7057,10946,7524,171,186,MISC,rbmischen Curie,False
7060,10954,7530,111,123,MISC,hohen Norden,False
7061,10955,7530,111,123,LOC,hohen Norden,False
7063,9452_10957,7531,12,22,ORG,Engländern,True
7066,9455_10960,7531,73,79,LOC,London,True
7068,9456_10962,7531,124,133,ORG,Engländer,True
7069,10964,7531,225,233,LOC,Jllyrien,False
7070,10967,7531,327,334,MISC,Aeltern,False
7074,10974,7532,52,63,MISC,Jllyrischen,False
7075,10975,7532,52,63,ORG,Jllyrischen,False
7082,9479_10985,7533,134,143,ORG,Engländer,True
7085,10990,7537,116,125,ORG,Collegien,False
7086,10991,7537,231,265,ORG,protestantischen Missionsanstalten,False
7088,10997,7539,173,184,ORG,Subalternen,False
7089,11000,7549,80,91,MISC,priuilegiis,False
7091,11004,7560,173,181,MISC,Griechen,False
7092,9509_11005,7560,173,181,ORG,Griechen,True
7107,11025,7576,62,73,LOC,Terra Ferma,False
7109,11028,7580,72,83,LOC,Terra Ferma,False
7111,11031,7584,6,9,MISC,ahr,False
7115,11039,7589,20,46,ORG,Civil⸗und Criminalnotariat,False
7118,9549_11044,7594,95,101,ORG,Kirche,True
7119,9550_11045,7594,107,112,PER,Papst,True
7120,9551_11046,7594,126,132,ORG,Clerus,True
7121,9552_11047,7594,138,144,PER,Kaiser,True
7125,11053,7599,41,48,ORG,Nuntien,False
7130,19284_9566_11058,7600,314,331,LOC,außer Deutschland,True
7131,11060,7600,368,375,ORG,Nuntien,False
7132,9570_19289_11062,7604,4,17,PER,J. Georg Elf.,True
7141,9600_11082,7627,0,10,PER,Herr vrof.,True
7158,11156,7722,42,46,LOC,Welt,False
7159,11171,7762,80,92,MISC,Metaphysiker,False
7160,11172,7762,80,92,ORG,Metaphysiker,False
7163,19427_9753_11182,7774,62,76,PER,Jesus der Herr,True
7172,11196,7787,35,47,MISC,Khevenhüller,False
7173,11197,7787,56,64,MISC,Flemming,False
7174,11198,7787,79,84,LOC,Beüst,False
7175,11200,7787,90,96,LOC,Lünigs,False
7188,11233,7805,292,305,LOC,h. röm. Reich,False
7196,11250,7815,116,154,MISC,elnFrancisci Xaverl Rienner Bibliopole,False
7201,11271,7843,0,14,MISC,A. e Nachricht,False
7212,11289,7862,41,47,ORG,Staats,False
7213,11290,7862,57,65,ORG,Religion,False
7216,19559_9901_11299,7868,185,198,PER,Alexander VI.,True
7221,9932_19583_11316,7894,50,74,MISC,Geschichte der Deutschen,True
7222,9933_11317,7894,65,74,ORG,Deutschen,True
7223,11320,7896,19,25,MISC,Wiklef,False
7234,11333,7920,4,13,EVENT,Jubeljahr,False
7235,11334,7931,4,19,MISC,Hohenstausische,False
7236,9966_11336,7937,4,21,ORG,seraphische Orden,True
7237,11337,7941,40,50,MISC,Theresiens,False
7239,9974_11343,7950,26,33,ORG,Guelfen,True
7241,9981_11347,7959,93,98,ORG,Romer,True
7244,11354,7966,79,90,MISC,Geistlichen,False
7245,11355,7966,79,90,ORG,Geistlichen,False
7246,10002_11356,7966,140,147,PER,Papstes,True
7247,10003_11357,7966,167,174,PER,Kaisers,True
7252,11364,7975,106,115,MISC,churmainz,False
7253,11365,7975,106,115,LOC,churmainz,False
7254,11368,7977,0,22,ORG,Hofund Regierungsrathe,False
7259,10043_11382,8000,80,92,LOC,Deutschlands,True
7260,10044_11383,8000,94,105,LOC,Frankreichs,True
7261,10045_11384,8000,107,115,LOC,Jtaliens,True
7262,10047_11386,8000,117,125,LOC,Englands,True
7263,10048_11387,8000,127,136,LOC,Schwedens,True
7264,10049_11388,8000,138,147,LOC,Dänemarks,True
7265,10050_11389,8000,149,157,LOC,Hollands,True
7276,11415,8032,68,74,ORG,Kirche,False
7278,10090_11417,8033,32,51,ORG,christlichen Kirche,True
7282,10103_11431,8052,12,18,ORG,Kirche,True
7285,10110_11437,8057,4,12,ORG,Clerisey,True
7295,19724_11447,8075,0,22,PER,Michael Jgnaz Schmidts,True
7296,11449,8075,40,48,ORG,Hofraths,False
7297,11450,8075,106,161,ORG,Büchercensurscommission neuere Geschichte der Deutschen,False
7298,19729_11452,8077,4,18,PER,Nudolf dem II.,True
7308,11466,8092,257,271,MISC,Lehrmeisterinn,False
7310,11469,8094,193,202,LOC,Hispanien,False
7311,11472,8098,71,78,MISC,Conslia,False
7319,11492,8122,0,8,PER,Buchhave,False
7320,11493,8125,0,8,MISC,Havniens,False
7321,11494,8125,0,8,PER,Havniens,False
7330,11520,8174,19,30,MISC,Hauptkirche,False
7333,19828_11524,8175,0,66,PER,"Caspar Bundschuh, Diaconus an der Hauptkirche, und Prof. der hebr.",True
7334,11525,8175,34,45,MISC,Hauptkirche,False
7335,11526,8175,34,45,LOC,Hauptkirche,False
7336,11527,8176,0,7,PER,Sprache,False
7340,11533,8179,144,148,MISC,Volk,False
7341,11534,8179,144,148,ORG,Volk,False
7343,11536,8179,294,298,PER,heil,False
7346,19843_11543,8204,32,63,LOC,kleinen Reichsstadt Schweinfurt,True
7352,19855_11550,8210,81,112,PER,"Konrad Ladrone, des churfürstl.",True
7353,11551,8211,0,21,PER,GymnasiumsOberpräfect,False
7357,11557,8216,122,127,MISC,Basen,False
7359,11573,8232,183,197,MISC,Philanthropine,False
7361,11576,8233,193,200,PER,Hr. Pr.,False
7365,11582,8243,86,99,MISC,Kurzgefaßte 1,False
7366,11584,8243,100,104,LOC,Wien,False
7367,11585,8245,0,8,PER,Majestät,False
7371,11610,8248,335,342,PER,Papstes,False
7374,11613,8255,97,102,PER,Papst,False
7377,19937_11624,8267,58,109,PER,"Wenzel Schanza, öffentlicher Lehrer der Sittenlehre",True
7379,19949_11636,8269,37,102,PER,"Hr. von Spendeau, Vicerector des Generalseminariums, und öffentl.",True
7380,11637,8270,0,6,PER,Lehter,False
7381,11639,8271,27,40,LOC,Normalschult.,False
7383,11643,8273,25,62,LOC,griechischen Bibllothet von Fabrizins,False
7384,19960_11647,8275,38,78,PER,"Just Christian Heinrich Heyer, Apotheker",True
7387,11669,8312,21,27,LOC,Churm.,False
7390,11672,8315,4,7,PER,Joh,False
7391,19981_11673,8316,0,28,PER,"Carl Wilhelm Voigt, herzogl.",True
7392,11674,8317,0,6,PER,sächs.,False
7393,11676,8318,0,37,PER,Weimarund Eisenachischem Bergsecretär,False
7397,19991_11683,8328,0,22,PER,Anton ischers Pfarrers,True
7400,11689,8332,13,16,PER,Joh,False
7403,11694,8336,140,151,PER,Seelsorgers,False
7408,11705,8346,4,9,PER,Jesus,False
7420,20025_11719,8382,20,36,PER,unsers Heilandes,True
7423,11726,8396,251,257,MISC,Volkes,False
7424,11727,8396,251,257,ORG,Volkes,False
7453,11777,8455,151,159,PER,"B. Amor,",False
7462,11789,8458,173,179,PER,Gottl.,False
7465,11792,8459,19,22,PER,Joh,False
7480,11821,8480,87,137,LOC,Joseph Anton Edlen von Trattnerischen Buchhandlung,False
7484,20144_11825,8488,32,75,PER,"Hrn. Lebmacher, Professors der Geburtshülfe",True
7486,11827,8489,16,18,PER,Hn,False
7489,11840,8498,283,297,MISC,Blutstürhungen,False
7490,11847,8512,251,254,MISC,(?),False
7495,11912,8604,12,22,ORG,Finanzrath,False
7498,11924,8604,310,312,PER,Hn,False
7502,20307_11976,8623,5,26,PER,gewisser großer Fürst,True
7513,12040,8655,0,4,PER,Rath,False
7517,12045,8657,18,26,MISC,tlieoogi,False
7518,12046,8657,45,52,MISC,jejtiis,False
7524,12065,8673,0,7,MISC,Theolog,False
7527,12086,8724,18,27,MISC,in Geheim,False
7530,12099,8730,233,238,PER,Papst,False
7531,12100,8730,245,251,ORG,Kirche,False
7534,12110,8736,71,77,ORG,Kirche,False
7535,20456_12112,8738,0,7,LOC,Frankf.,True
7536,20457_12113,8738,12,18,LOC,Leipz.,True
7539,12121,8746,16,24,MISC,Bischofe,False
7540,12122,8746,16,24,ORG,Bischofe,False
7541,12125,8749,4,10,ORG,Kirche,False
7542,12129,8751,345,351,ORG,Kirche,False
7543,12131,8755,4,10,ORG,Kirche,False
7544,12132,8755,392,412,ORG,evangelischen Räthen,False
7546,12135,8765,0,4,MISC,sahe,False
7561,12177,8824,84,91,MISC,Gebauer,False
7587,12247,8881,13,28,MISC,Weidmanns Erben,False
7596,20636_12268,8907,20,48,PER,König Friederich Wilhelm Il.,True
7598,12281,8927,0,7,PER,Christi,False
7599,12282,8927,37,47,LOC,Israelitas,False
7604,12291,8944,14,21,PER,Christi,False
7613,12319,8980,79,87,MISC,Chiistum,False
7614,12320,8980,79,87,PER,Chiistum,False
7627,20823_12376,9099,0,6,PER,Römer.,True
7634,12384,9107,187,195,PER,Schäffer,False
7635,20837_12386,9107,223,256,PER,"David Heinrich Schneider, Advocat",True
7660,12431_20934_12432,9170,135,159,LOC,Rheinbrücke nahe bey st.,True
7668,20941_12439_12440,9173,38,68,LOC,Gletscher zu Bernina in Bünten,True
7673,12444_20946_12446,9174,0,19,LOC,Jt hann im Medelser,True
7675,12447_20947_12448,9175,0,14,LOC,Thal in Bünten,True
7677,12449_20948_12451,9176,0,20,LOC,Pi sevache in Wallis,True
7678,12452,9177,19,29,ORG,Regierunge,False
7685,12466_20965_12467,9178,87,107,LOC,Reichenbach in Haßli,True
7687,12468_20967_12470,9179,4,28,LOC,Stanbbah bey Lauterbrunn,True
7689,12471_20968_12472,9179,37,55,LOC,Pissevache bey st.,True
7691,12473_20969_12474,9180,0,22,LOC,Mori im untern Wallis.,True
7693,12478,9184,16,27,LOC,Hindel bank,False
7694,12480,9184,32,42,MISC,Neuböotien,False
7695,12482,9185,18,21,PER,sel,False
7697,12485,9187,4,27,LOC,helvetischen Schwestern,False
7703,12501,9196,0,4,LOC,1787,False
7704,12514,9218,175,182,MISC,ebernen,False
7705,12525,9230,107,114,ORG,Staates,False
7706,12526,9230,184,196,ORG,Gesellschaft,False
7707,12536,9244,66,75,ORG,Regierung,False
7708,21090_12587,9334,4,31,PER,"A. J. von Kregting, fürstl.",True
7709,21091_12588,9335,0,9,LOC,hessisch.,True
7710,12589,9335,0,9,PER,hessisch.,False
7711,12590,9336,0,13,PER,Forstmeister.,False
7718,12612,9369,9,14,LOC,Paris,False
7729,12624,9379,9,15,PER,Rothen,False
7744,12645,9414,14,31,MISC,Sir William Lilly,False
7746,12647,9414,145,152,MISC,Gabriel,False
7748,12649,9414,157,165,MISC,Sarpelli,False
7768,12674,9442,61,68,MISC,Otahiti,False
7777,12685,9456,106,119,PER,Vetter Jacobs,False
7784,12698,9469,49,53,TIME,1787,False
7787,12705,9477,101,125,MISC,Kurzgefaßte Braunschweig,False
7790,12716,9483,54,59,MISC,Chili,False
7791,12717,9483,65,71,MISC,Türiev,False
7792,12728,9490,33,39,LOC,Europa,False
7793,12729,9490,44,51,LOC,Ameriia,False
7797,12744,9509,0,25,PER,Sprachmeister zu Salzburg,False
7801,21295_12761,9514,0,15,PER,Danzers d. unm.,True
7802,12763,9515,0,39,PER,"Rstifts Jsny Benedictiners, hochfürstl.",False
7803,12765,9516,0,4,PER,erzb,False
7804,12766,9517,0,6,PER,geistl,False
7805,12767,9518,0,1,PER,R,False
7809,21306_12772,9522,27,76,ORG,Verlage der salzburgischen Waisenhausbuchhandlung,True
7811,12783,9530,721,730,PER,Busembaum,False
7812,12784,9530,732,739,PER,Sanchez,False
7813,12785,9530,741,746,PER,Diana,False
7816,12789,9544,20,26,LOC,Trient,False
7817,12794,9551,141,150,ORG,Concilien,False
7818,12796,9552,118,127,ORG,Concilien,False
7819,21347_12802,9561,18,31,LOC,k. k. osterr.,True
7829,21603_13017,9645,0,15,PER,Danzers d. unm.,True
7830,13019,9646,0,39,PER,"Rstifts Jsny Benedictiners, hochfürstl.",False
7831,13021,9647,0,8,PER,erzbisch,False
7832,13022,9648,0,7,PER,geistl.,False
7833,13023,9649,0,36,PER,"Raths, an der hohen Schule in Salzb.",False
7834,13024,9650,4,34,PER,Moralund Pastoraltheologie ord,False
7835,13026,9651,0,30,PER,Lehrers Anleitung zur christl.,False
7836,13027,9652,0,5,PER,Moral,False
7841,21660_13055,9709,25,55,PER,Adolpho Trendelburg Leibecensi,True
7847,13064,9721,90,96,MISC,exoSσa,False
7849,13068,9722,36,42,ORG,Syrern,False
7851,13070,9722,58,65,ORG,Arabern,False
7859,13079,9732,139,145,ORG,Araber,False
7864,13084,9733,208,218,ORG,Philistern,False
7866,13088,9735,28,37,ORG,Deutschen,False
7868,13090,9737,93,100,ORG,Hebräer,False
7869,13095,9740,116,132,MISC,Verstand Erlöser,False
7870,21717_13098,9745,0,57,PER,"Franciscus Carolus Alter, Professor Gumnasi Vindoboneusis",True
7876,21728_13104,9750,88,115,ORG,l. t. Hofbibliothek zu Wien,True
7877,13107,9751,125,136,LOC,griechische,False
7880,13111,9753,17,28,LOC,griechische,False
7881,13112,9753,50,61,LOC,griechische,False
7882,13113,9753,79,90,LOC,slavonische,False
7883,13114,9753,112,124,LOC,slavonisches,False
7892,21790_13157,9779,61,78,LOC,Wiener Bibliothel,True
7920,13344,9829,541,546,ORG,Dänen,False
7927,13389,9862,67,71,LOC,Schl,False
7930,13392,9863,29,58,PER,Nathanael Sigismund Frommanns,False
7932,22098_13420,9918,4,39,PER,Hrn. Abt Millot Mitglieds der Akad.,True
7933,13421,9919,0,7,PER,zu Lyon,False
7935,22104_13425,9922,36,88,PER,"Wil/ helm Ernst Christiani, konigl. dänischem wirkl.",True
7936,13427,9923,0,24,PER,"Justizrath, und ordentl.",False
7937,13428,9924,0,14,PER,Prof. d. W. W.,False
7963,13497,9972,67,78,LOC,Detschlands,False
7965,13506,9976,20,32,ORG,Gesellschaft,False
7969,13519,9981,26,38,ORG,Gesellschaft,False
7973,22216_13529,9985,0,34,PER,"W. J. C. G. Casparson, Rath, vrof.",True
7974,13531,9986,0,42,PER,und der Gesellschast beständiger Secretär.,False
7975,22225_13535,9993,0,19,PER,Stephan Blan card's,True
7976,13537,9994,98,110,LOC,holländische,False
7977,13538,9994,112,123,LOC,französiche,False
7978,13539,9994,125,134,LOC,englische,False
7983,13545,10006,28,38,LOC,griechisch,False
7984,13546,10006,40,49,LOC,romischen,False
7987,13552,10008,123,133,LOC,griechisch,False
7988,13554,10008,134,146,LOC,lateinisches,False
8000,13577,10029,46,51,PER,Leser,False
8001,13578,10030,43,55,LOC,griechischen,False
8002,13579,10030,143,153,LOC,griechisch,False
8004,22280_13586,10039,4,37,PER,"August Hermann Niemayer, ordentl.",True
8005,13587,10040,0,19,PER,Prof. der Theologie,False
8006,13588,10040,20,22,MISC,3e,False
8008,13590,10041,13,42,LOC,Buchhandlung des Waisenhauses,False
8010,22285_13592,10044,4,12,PER,H. Verf.,True
8012,13595,10047,4,11,ORG,Zeloten,False
8014,22292_13601,10049,3,28,LOC,katholischen Deutschlande,True
8017,13604,10052,14,24,MISC,Zeitalters,False
8018,22297_13609,10057,2,9,PER,Recens.,True
8020,13611,10057,154,158,ORG,Adel,False
8021,22300_13613,10061,10,17,PER,Herr N.,True
8023,13615,10062,15,27,MISC,Klaggeschrey,False
8025,13621,10067,4,11,ORG,Grieche,False
8026,13622,10067,20,25,ORG,Römer,False
8029,13631,10079,38,66,MISC,Alte mit jungen Leuten lesen,False
8030,13634,10083,11,25,PER,Hr. Hofneister,False
8033,13643,10090,54,65,LOC,Franzosisch,False
8034,13645,10090,101,112,LOC,Franzosisch,False
8039,22329_13655,10101,39,56,LOC,Koblenzer Theater,True
8041,13657,10102,52,75,MISC,Böhmischen Gesellschaft,False
8045,13663,10105,18,41,MISC,Bohmischen Gesellschaft,False
8049,13667,10110,5,13,LOC,dentsche,False
8050,22341_13669,10110,50,76,PER,"Hrn. von Calonne, französ.",True
8051,13670,10110,68,76,LOC,französ.,False
8052,13671,10111,0,15,PER,Staatsministers,False
8060,13683,10113,79,87,ORG,Notablen,False
8065,22386_13714,10142,30,103,ORG,kön. preußischen Akademie der Wissenschaften und schönen Künste zu Berlin,True
8068,22389_13717,10142,142,161,PER,S. G. F. Mund Past.,True
8069,13718,10143,0,4,PER,prim,False
8070,13719,10144,0,12,PER,c. zu Goslar,False
8074,13723,10155,14,23,LOC,deutscher,False
8080,13741,10190,11,20,LOC,spanische,False
8081,13742,10190,43,52,LOC,deutsches,False
8082,13743,10195,133,145,MISC,Unterstrenen,False
8086,22425_13755,10202,52,82,PER,Samuel Hahnemann d. A. Doctor.,True
8100,13791,10227,193,199,LOC,Europa,False
8104,13795_22466_13796,10235,0,42,LOC,Straßburg in der akademischen Buchhandlung,True
8108,13801,10240,62,71,LOC,St. Geran,False
8110,13803,10240,123,132,LOC,St. Geran,False
8118,22483_13815,10245,4,17,PER,junge Marquis,True
8119,13816,10245,92,103,PER,Hofmeisters,False
8126,22493_13825,10247,107,121,PER,jungen Marquis,True
8134,13834,10252,6,16,MISC,Herrschaft,False
8136,13836,10253,24,34,MISC,Herrschaft,False
8137,22505_13837,10253,47,60,PER,junge Marquis,True
8139,22508_13839,10254,4,17,PER,junge Marquis,True
8148,22521_13850,10260,51,88,PER,"Barons Ulpierre, des Oheims vom Hause",True
8150,13852,10261,4,10,PER,Grafen,False
8160,13864,10268,24,36,MISC,alles Putzes,False
8163,22537_13868,10270,20,34,PER,jungen Marquis,True
8175,22552_13883,10280,17,30,PER,iunge Marquis,True
8186,22565_13898,10298,6,19,PER,Herrn Henke's,True
8188,13899_22566_13900,10299,0,43,LOC,"Straßburg, in der akademischen Buchhandlung",True
8192,13905,10306,230,236,PER,Gottes,False
8194,22575_13907,10313,16,45,PER,Joseph Malsiner ordentli chen,True
8195,13909,10314,0,43,PER,Lehrer der schönen Wissenschaften zu Brixen,False
8197,13911,10315,18,20,ORG,Ob,False
8199,13913,10316,0,5,ORG,Augsb,False
8202,22583_13917,10320,84,99,PER,Mendelssohnsche,True
8203,13918,10320,147,153,PER,Gottes,False
8206,13926,10327,47,83,PER,Professor der schönen Wissenschaften,False
8210,13936,10331,48,52,PER,Gott,False
8218,13949,10344,26,30,PER,Gott,False
8219,13950,10344,89,95,PER,Gottes,False
8227,13959,10354,19,25,PER,Meßias,False
8230,13962,10357,42,48,ORG,Kirche,False
8236,13970,10364,173,179,PER,Gottes,False
8241,13983,10376,0,5,PER,Matth,False
8242,13984,10377,15,20,PER,Matth,False
8245,13987,10379,29,35,ORG,Kirche,False
8247,13989,10380,48,55,PER,Papstes,False
8248,13990,10382,3,7,PER,Alex,False
8251,13995,10388,39,45,LOC,Brixen,False
8259,14005,10392,99,112,LOC,Molistinische,False
8262,22688_14014,10404,60,67,ORG,königl.,True
8265,22691_14017,10405,44,51,TIME,Novemb.,True
8267,22693_14019,10406,31,60,PER,"Rudolph Eikemeyer, churmainz.",True
8268,14021,10407,0,42,PER,"Jngenieur⸗Major, der Philos. und Mathemat.",False
8269,14022,10408,0,3,PER,ord,False
8270,14023,10409,0,8,PER,öffentl.,False
8271,14024,10410,0,6,PER,Lehrer,False
8275,22701_14030,10415,46,53,ORG,konigl.,True
8285,22723_14051,10448,77,98,LOC,Göttinger Universstät,True
8297,22745_14067,10463,0,6,PER,Wolfg.,True
8298,22747_14068,10464,0,21,PER,Dorner Hofbuchdrucker,True
8303,14073,10472,29,43,LOC,Venetianischen,False
8313,14093,10480,25,36,LOC,hochfürstl.,False
8314,14094,10481,0,23,LOC,Waisenhausbuchhandlung.,False
8319,14102,10489,4,21,PER,Held aus Schwaben,False
8320,14103,10489,13,21,LOC,Schwaben,False
8322,14105,10491,22,27,PER,Franz,False
8325,14113,10502,3,7,MISC,Stax,False
8327,14116,10507,0,12,PER,Jungfer Sara,False
8328,14117,10507,23,29,PER,Teufel,False
8330,14120,10516,44,91,PER,"Herrn Sigismund Hafner, Edlen von Jmbachshausen",False
8331,14121,10516,78,91,LOC,Jmbachshausen,False
8337,14129,10531,0,5,PER,Michl,False
8339,14140,10548,27,34,MISC,Dunsial,False
8340,14143,10550,14,22,MISC,Pavlanen,False
8341,14147,10551,13,21,MISC,getuttet,False
8342,14149,10551,32,36,MISC,Wenn,False
8343,14153,10554,0,5,MISC,rust:,False
