,document_id,text
3612,3613,"Er bemerket, daß schon im 2ten Jahrhunderte Spuren von der Vermischung der eklektischen, und platonischen Philosophie mit der Theologie zu finden seyen;"
3613,3614,daß Aristoteles den Plato nach und nach verdränget habe;
3614,3615,"daß im 13ten Jahrhunderte alle Schulen von seinem Nahmen ertonten, und die ganze Theologie aristotelisch gewesen sey."
3615,3616,"Allein ein pragmatischer Geschichtschreiber würde auch angemerket haben, daß das Ansehen des Aristoteles aus folgenden Ursachen so Kurzgefaßt e Kleine Schristen."
3616,3617,Der Werth der Freundschaft in verschiedenen Lagen des menschlichen Lebens.
3617,3618,"Ein Lehrgedicht von Peter Neuß, Augsburg gedruckt bey Hame, dem iungern."
3618,3619,1787.
3619,3620,"15 S. 4. Hr. Neuß, der nunmehr u Stuttgart die Rechte studiert, lieferte durch dieses Lehrgedicht, das er bev Austheilung der Prämten vorlas, selnen Landesleuten eine Probe seines poetischen Talentes, und seines edlen Herzens."
3620,3621,"Die tleinen Sprachunrichtigkelten, und Härten, welche hier und dort in dem Gedichte vortommen, verdlenen un so mehr Nachsicht; als der V. erst vor einigen Jahren sich den Musen zu widmen angesangen bat."
3621,3622,"Bis in sein zweo und zwanzigstes Jahr trieb er die Mün und Schneidelunst bey seinem Vater, der Münzmelster in Augsburg ist."
3622,3623,"Nachdem er aber Etlaubniß erhalten hatte, zu studieren;"
3623,3624,"machte et binnen dritthalb Jahhoch gestiegen sey: 1) hat er über den Plato schon damahls einen Vorzug erhalten, als einige Lehren des Origenes als irrig verworfen wurden;"
3624,3625,"denn weil Origenes der platonischen Philosophie so sehr ergeben war, daß er aus selber seine Jrrlehren gesogen hat, so vertauschten die Meisten den Plato mit dem Aristoteles, um dem Verdachte auszuweichen, daß sie Anhänger des Origenes wären; 2) die Secte der Nestorianer und Eutychianer hat dem Aristoteles wieder ein neues Ansehen verschaffet;"
3625,3626,"denn da diese zwey Seeten die Katholilen mit den feinsten dialectischen Trugschlüssen bestritten haben, Plato aber dergleichen Sophismen nicht lehrte;"
3626,3627,"so sahen sich die Katholiken genothiget, die Dialectil des Aristoteles zu ergreifen, um ihnen mit den nämlichen Waffen, mit denen sie gestritten haben, zu widerstehen;"
3627,3628,"endlich haben 3) die Mendicanten den Aristoteles auf den Thron gesetzt, indem im 13 und 14ten Jahrhunderte ihr Ansehen so groß war, daß man ihnen alle Schulen anvertraute."
3628,3629,"Besonders hat Thomas von Aquin mit seiner Summa theologica die Herrschaft des Aristoteles befestiget, weil ihm alle nachgekrochen sind."
3629,3630,"Daß die Rosenkreuzer, oder chymischen Philosophen, deren Anführer Fluddus war, schon vor dem Gassend, und Des Cartes die Monarchie des Aristoteles erschüttert haben, scheint der H. V. entweder nicht gewußt, oder anzumerken vergessen zu haben."
3630,3631,"Auch würde es für seine Schüler theils angenehm, theils unterrichtend gewesen seyn, wenn er seinem Werke kurze Lebensbeschreibungen jener großen Männer, die in der Theologie Hauptepochen gemacht haben, eingeschaltet hätte."
3631,3632,"Seine unangenehme Schreibart, und das Mönchslatein kann man als ein bloßes Außenwerk hingehen lassen."
3632,3633,K. J. N achrichten.
3633,3634,"ren solche Fortschritte, welche seinen Entschluß, und die großmüthige Uuterstützung, die ihm seine Vaterstadt angedeihen läßt, im hohen Grade rechtsertigen."
3634,3635,Ode anf die Coadjntorswahl zu Worms den 19. Juny. 1787.
3635,3636,Worms
3636,3637,bey Mitlacher und Schöneck.
3637,3638,"An autem Willen, den verdienstvollen Herrn Coadjutor von Dahlberg würdig zu besingen, seblt es dem Verf."
3638,3639,dieser sogenannten Ode nicht;
3639,3640,"aber erhabne Gedanken, edle Gefüble, treffende Wahrheiten in einer lichtvollen, reinen Sprache, und richtigem Svlbenmaße darzustellen, dazu gehört mehr, als guter Wille."
3640,3641,Drchler:
3641,3642,Jn Nro.
3642,3643,XVJJ.
3643,3644,"S. 135 in der ersten Zeile lese man: Gold, heißt es ic., anstatt, Golde beißt eð c. Theologie."
3644,3645,"Handbuch der biblischen Litteratur, enthaltend: Biblische Archäologie;"
3645,3646,Geographie; Chronologie;
3646,3647,Geschichte;
3647,3648,"Naturlehre, und Naturgeschichte; Mythologie, und Götzengeschichte;"
3648,3649,Alterthümer; Kunstgeschichte;
3649,3650,Nachrichten von den biblischen Schriftstellern.
3650,3651,"Von Joachim Bellermann außerordentlichem Prof. der Philosophie auf der Universität zu Erfurt, ordentlichem Prof. der hebr."
3651,3652,"Sprache am Gymnasium, und Mitgliede der Churmainzischen Akademie der Wissenschaften."
3652,3653,Erster Theil.
3653,3654,Erfurt bey Georg Adam Keyser. 1787.
3654,3655,gr.
3655,3656,8. Wir erhalten in diesem Bändchen nur den ersten Abschnitt: biblische Archäologie.
3656,3657,"Der zweyte: die Geographie, mußte wegen unvermutheter Hindernisse des Druckes zurück bleiben."
3657,3658,"Es ist zu wünschen, daß diese Hindernisse bald gehoben werden möchten, damit die Liebhaber der biblischen Litteratur dieses ihnen gewiß willkommne Werk nicht zu lange entbehren müssen."
3658,3659,Nach einer kurzen Zueignungoschrift an Se.
3659,3660,Hochfürstl.
3660,3661,Gn.
3661,3662,Hrn. Churfürsten zu Mainz gibt H. Bellermann in einer Vorrede die Veranlassung seines Unternehmens an.
3662,3663,", Er bätte (sagt er) bey der Menge von Schriften, die in neueren Zeiten erschienen, sich vergebens um ein Handbuch umgesehen, welches sammtliche Hauptstücke der biblischen Litteratur, kurz, und doch so viel möglich mit elementarischer Vollständigkeit enthielte, und die Hülfswissenschaften zum besseren Verständniß der biblischen Schriftsteller im Zusammenhange darlegte."
3663,3664,Diesen Abgang fühlte Rec.
3664,3665,"ebenfalls, und freuet sich recht herzlich, daß derselbe durch einen Mann, wie Bellerm. ist, gehoben wird;"
3665,3666,"vorzüglich, da man in diesem ersten Bändchen die zwey Haupterfordernisse eines guten und brauchbaren Handbuches, Kürze, und elementarische Vollständigkeit findet."
3666,3667,"Der Plan, den sich der H. Verf. vorgezeichnet hat, erhellet deutlich aus dem Titel selbst."
3667,3668,"Der Nutzen, welchen sich H. Bell."
3668,3669,"mit dieser Arbeit zu bewirken verspricht, sollte darin bestehen: 1) angehenden Theologen ein Buch in die Hand zu geben, das sie theils als Leitfaden in dem großen Felde der biblischen Gelehrsamkeit brauchen, theils zur Uibersicht ihrer zerstreut gesammelten Kenntnisse benützen können; 2) ihnen das Studium der heiligen Schrift dadurch zu erleichtern, daß die in ihr vorkommenden Sachen theils in Zusammenhang gestellt, theils Dunkelheiten aufgehellet werden; 3) und bey ihnen mehr Lust und Liebe zum Bibelstudium zu erwecken;"
3669,3670,"wobey er diese wichtige Anmerlung macht: „ dieß geschähe theils dadurch, daß ihr Jnhalt an unsere anderweitigen Kenntnisse, für die wir schon eine gewisse Vorliebe haben, angeknüpfet werde; und theils, daß das erste Grundgesetz der menschlichen Natur, Streben nach Thätigkeit beym Gebrauch der heil."
3670,3671,Schrift nicht vernachläßigt werde.
3671,3672,"Müßte man ganz blind glauben, und dürfte man darüber nicht nachdenken, so wäre aller Reitz diese Bücher zu studieren, benommen — Bücher, die (Lihren religidsen Werth ganz bey Seite gesetzet) als die ältesten Monumente der Litteratur selbst äußerst wichtig sind, und stäts bleiben werden."
3672,3673,", H. Bell. bittet die Leser, seine Untersuchungen ja nicht für Zweifel über die Religion, oder gar für Widersprüche anzusehen, welche auf deren Usturz abzwecken;"
3673,3674,"und macht hierbey die sehr gute Bemerkung: daß Religion, und Offenbarung wahr bleiben, wenn sich auch die Begriffe von einzelnen Nebenumständen ändern sollten;"
3674,3675,"— daß Fragen über geschehene Dinge ja keine Zweifel gegen die Religion, und keine Vernichtung der Moralität seyen; — daß endlich bey Untersuchungen des ältesten schriftlichen Documents stäts zu bedenken sey, daß Zeitferne eben so, wie Ortferne täusche, ja daß jene uns um so mehr täusche;"
3675,3676,"weil Ortferne verkleinert, Zeitferne aber alles vergrößert;"
3676,3677,"und dieses die dichten Nebel zwischen uns und jenen Zeiten, Denkart, und Sprachgebrauch kolossalisch thun müßten, zumahl wenn die entferneten Obiecte im Schleyer der Heiligkeit schwebten."
3677,3678,"Wie viel Behutsamkeit aber hierbey angenommen werden müsse, um nicht in ein anderes Ertremum, nämlich des Skepticismus abzugleiten, sieht jeder Bibelverständige leicht ein, und hierüber hätte R. wirklich mehr Bestimmtheit von H. V. erwartet, um besonders katholische Leser nicht irre zu machen."
3678,3679,"Jener Satz: „wahre Achtung, und Uiberzeugung von der Wahrheit unsrer heiligsten Religion nähme in eben dem Grade zu, als miraculose Vorstellungsarten vermindert werden,, scheint einiger Beschränkung, oder näheren Bestimmung zu bedürfen."
3679,3680,"Als Hypothesen angeführt, würden vielleicht einige Sätze weniger aufgefallen seyn: z. B. das erste Buch Moses sey nichts als alte Allegorie, und Hieroglyphik, und müsse auch so verstanden und erkläret werden."
3680,3681,— S. 12 vom ersten Menschen:
3681,3682,„Es fehlte ihm Erfahrung;
3682,3683,"er folgte daher dem Jnstincte; aber nicht einem solchen, wie man das Wort eigentlich den Thieren zuschreibt, sondern einem menschlichen Jnstincte."
3683,3684,"Dieser war ihm Stimme Gottes, die ihm zuerst in Absicht des Nahrungstriebes das eine verboth, und vieles erlaubte, — Bald darauf sagt H. B. ganz ohne Umstände und unbeschränkt:, daß das, was menschlicher Verstand und Kräfte zuwegebrachten, in der Bibel Gott zugeschrieben würde.,„ Als Beyspiele davon führt er an, die Bibel erzähle darum, Gott habe der Agar einen Brunnen gezeigt, weil Agar durch ihre eigene Vernunft einen dergleichen nach arabischer Art versteckten Brunnen entdecket hätte; — die Bibel erzähle darum, Gott habe den ersten Menschen Kleider aus Thierfellen gemacht, weil sie von Gott Vernunft und Kräfte empfangen hätten, diese sich selbst zu machen ic."
3684,3685,Der Beysatz
3685,3686,"Es ist Verletznng der Gott schuldigen Ehrerbiethung, ihn personlich zum Schneider zu machen,, ist hier wirklich eine etwas niedrige Persifflage."
3686,3687,H.
3687,3688,"Bellermann ist übrigens nicht bloß Sammler, sondern Selbstforscher: z. B."
3688,3689,"Was er S. 61 über das gleich alte Daseyn der Vocalbuchstaben mit jenen der mitlautenden in der hebräischen Schrift anmerket, ist sehr gründlich: er giebt als eine, wie er sie nennet, unmaßgebliche vierte Meinung von dem Alter der Vocalzeichen an, daß drey Vocalbuchstaben (nicht Puncte) von jeher im hebräischen Alphabete bestanden hätten, nämlich ,, —a, e oder1, o oder u diese Buchstaben hätten vormahls anstatt der jetzigen Punkte die Stelle aller Vocalen vertreten;"
3689,3690,"nachher aber, als die hebräische Sprache ausgestorben wäre, hätten mit einem feinem Gehöre begabte Grammatiler, um auch die feineren Laute dieser Vocalen dem Leser sichtbar zu machen, nach und nach die jetzigen Puncte erfunden, so wie es etwa mit einer jeden anderen Sprache geschehen konnte;"
3690,3691,"z. B. in unserer deutschen Sprache würde ein klügeluder Grammatiler nach ausgestorbener Sprache die unterschiedenen Tone des e im Worte gegeben etwa gegeben punctiren, welche wir jetzt ohne Unterschied mit dem nämlichen Vocalbuchstaben e ausdrücken, und es dem Gehör überlassen, das kürzeste, lange, und halbkurze e zu unterscheiden."
3691,3692,"Da nun aber diese Puncte einmahl erfunden worden, welches erst im 7ten Jahrhundert geschah;"
3692,3693,"so wären die alten Vocalbuchstaben eben darum, weil sie die neuen Vocalpuncte fast gänzlich unnütze machten, endlich beynahe ganz aus dem hebräischen Texte der Bibel verschwunden, und die sogenannten Matres lectionis wären hiervon noch Ueberbleibsel, wie die Litterae paragogicae und epagogicae."
3693,3694,— Seine Beweise sind wirklich überzeugend.
3694,3695,Nur eines muß Rec. anmerken:
3695,3696,"— H. B. hält dafür, man habe bisher immer irrig gewähnet, daß unser hebräisches Alphabet von jeher aus lauter Consonanten bestanden habe."
3696,3697,Dieß ist falsch:
3697,3698,"man hat es ja un zählige Mahl gesagt, die sogenannten Buchstaben oder hätten vormahls die Stelle der jetzigen Vocalpuncte vertreten;"
3698,3699,"und man stritt sich seit den beyden Buxtorfen und Kapellus eigentlich nur darum, ob die jetzigen Vocalzeichen eben so alt als die hebräischen Buchstaben wären, worin Rec."
3699,3700,der Meinung Hn.
3700,3701,"Eichhorns, die H. B. so schön darstellet, beystimmt, daß zum wenigsten die drey, in allen morgenländischen Alphabeten gebräuchlichen Vocalzeichen Fatha, Kesre, Damma, wie sie die Araber nennen, auch bey den Hebräern etwa nach der Geburt Christi in Schwung gekommen;"
3701,3702,"und zwar nicht überall, sondern nur bey härteren und wichtigeren Worten angewandt worden sind."
3702,3703,"Die Bemerkungen, die H. B. über die Zahl und Figur der alten hebräischen Buchstaben machet, werden auch jedem Kenner angenehm seyn, ob er gleich etwa nicht alles Gesagte einräumen wird."
3703,3704,"H. B. glaubt, in den ältesten Zeiten hätten die Hebräer nur 16 Buchstaben gehabt, wie die Phönizier, von welchen sie ihr Alphabet genommen hatten, und wie die ersten Griechen, welche ebenfalls nicht mehr als 16 Buchstaben von dem Phonizier Kadmus erhielten: die abgängigen Buchstaben wären folgende 6 gewesen:"
3704,3705,2222;
3705,3706,"die Stelle des hätte nämlich des v hätte , des hätte mit einer Aspiration, des d hätte vertreten."
3706,3707,Am Ende muß Rec.
3707,3708,noch die ganz besondere Erklärung des schöpferischen Es werde Licht auführen.
3708,3709,"H. Bellermann erklärt es durch plötzliche Entstehung von Vulcanen, welche mit ihren Flammenauswürfen auf dem ganzen Globus die dichten Finsterniffe zerstreuet hätten."
3709,3710,"Rec. begreift nicht, wie H. B. die hierauf erfolgte ordentliche Abwechselung von Tag und Nacht aus dieser sehr paradoxen Erklärung begreiflich machen konne."
3710,3711,da.
3711,3712,Rechtsgelehrsamkeit.
3712,3713,"A. Julius Cäsar regulirten Korherrns (Chorherrn) des Stifts Vorau der Gottesgelehrtheit Licentiaten, und resignirten Stadtpfarrers zu Friedberg Nationalkirchenrecht Oesterreichs oder Verbindung der k. k."
3713,3714,Verordnungen in publico- ecclesia · licis mit dem päpstlichen Rechte aus den Decretalbüchern Gregors IX.
3714,3715,1ster Band.
3715,3716,K. k. Verordnungen nach dem ersten Buche der Decretalien Gregors IX.
3716,3717,"Grätz, bey J. G. Weingand und Franz Ferstl."
3717,3718,1788.
3718,3719,271 S. 8.
3719,3720,"Der Hr. Verf. spricht in seiner Vorrede von sich selbst, wie folgt:„Als ein Mann von 66 Jahren suche ich weder Gunst, noch fürchte ich iene, denen Wahrheit nicht am Herzen liegt."
3720,3721,"Jch werde also durch diese meine Arbeit zeigen, daß Joseph II seine Macht weder verkannt, noch gemißbraucht habe."
3721,3722,"Niemand suche hier ein vollkommenes Kirchenrecht, sondern nur einige Sätze, welche die österreichische (n) Regenten geändert, oder verbessert haben."
3722,3723,"H. C. durchgeht in diesem Bande das erste Buch der Decretalien Gregors IX von Titel zu Titel, so doch, daß er jene Titel die keinen Bezug auf die k. k. Verordnungen haben, ohne weitere Erörterung bloß anziehet."
3723,3724,"— Diese Methode erwählte er etwa darum, damit jene, welche ihr Kirchenrecht nach alter Gewohnheit aus den Decretalbüchern Gregors des X erlernet haben, ihre Jdeen, die sich so leicht nicht mehr vermischen lassen, auf diese Art durch die neuen, die von den k. k. Verordnungen in ihnen erwecket werden, desto leichter berichtigen können;"
3724,3725,"denn Riegger, welchem H. C. hierin folget, nahm diese Methode, das Kirchenrecht zu lehren, anstatt der neuen systematischen doch wohl aus keinem andern Grunde an."
3725,3726,"Für düsterreichische, und vorzüglich Landgeistliche hat H. C. hier eln sehr nützliches Handbuch geliefert:"
3726,3727,sie können hier die k. k. Kirchenreformation gleichsam mit einem Blicke übersehen;
3727,3728,"haben nicht nur den Jnhalt aller unter Theresia und Joseph ergangenen Verordnungen getreu, und vollständig vor Augen;"
